File;UUID;English;Russian
Ln\ayylmao.lsx;AMER_BOOK_Ossurot;"*You peel away the damp, red cover; revealing a bulbous mass of flesh within. A low, rumbling wail finds its way to your ears as the surface of flesh before you contorts, tears, and oozses into two words.*<br><br><br><br><br><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">H   E LL    O FR   I E<br>           N<br>                 D</font><NewPage>*As you stare, the mass begins to shift again, reforming into new text.*<br><br><br><br><br><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">I        I          I<br>   I     I<br>I DO see you, WEARY traveler!<NewPage><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">                 You<br></font><font color=""c80000"" size=6>        I want you. I WILL have you. Sweet, succulent, supple CORPSE. I will make you my HOME I will claim your SANITY I will consume EVERY INCH EVERY SPLINTER. SOUL. I NEED THE SOUL.</font><br><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">are cold? Thirsty?... Hungry?</font><font color=""c80000"" size=6>Walk forward, MEAT. Come, OH YES COME, COME foward COME meet me, MEAT. I need so so so so so so SO SO SO FEW NOW. Oh... Your sweet seat, your flickering, bright, leaking soul aloft before me...</font><NewPage>*The flesh begins to bubble violently at its edges; large portions loosing and falling to your feet. The everpresent wail begins to fluctuate in pitch as more text takes shape before you.*<br><br><br><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">Step forward, friend, I can see to your needs.</font><NewPage><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">My name is...</font><font color=""c80000"" size=6>DON'T say it PATIENCE WHY just take it! Take the SOUL I- I I I I neeeed SO CLOSE</font><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">Ossoras... Yes, it is so....</font><NewPage><font color=""c80000"" size=50 face=""Copperplate Gothic Light"">I Am<br>      Am<br>            I am so alone...</font><br><font color=""c80000"" size=6>TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE ITTAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT</font><NewPage><font color=""c80000"" size=6>TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE ITTAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT TAKE IT</font><NewPage>*Tiny hands and yawning maws begin to take form within the text and reach, fruitlessly, toward you. Laughter erupts around you, then- immpossible, otherworldly tones assault you as the book quivers and jolts violently before slamming shut; ejecting a veritable slaw of sinew and ichor across the floor.*<br><br><br>*Silence.*";
Ln\ayylmao.lsx;AMER_ApplyCreepingOoze;Creeping Ooze;
Ln\ayylmao.lsx;AMER_PERC_Crit1;Perception;Восприятие
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_SpikedShell_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    Cooldown -2 at 15 Strength</font><br><br><font color=""00ffff"" face=""Copperplate Gothic Bold"">Reflect 35% of all damage taken to attackers as piercing.</font><br><br>Lasts until cancelled or replaced by another stance.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_SpikedShell_DisplayName;Empowered Spiked Shell;
Ln\ayylmao.lsx;AMER_Empowered_BarbedCoat;Empowered Spiked Shell;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_Fortify_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]<br><font color=""00ffff"">Radius: [3]<br>Removes Bleeding</font><br>Armour Rating: +[1]</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_Fortify_DisplayName;Empowered Fortify;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_Fortify_Description;Give the target and any allies within [3] magical armor, increasing armor rating and removing any Bleeding.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_FirstAid_DisplayName;Empowered First Aid;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_FirstAid_Description;Cures bleeding, crippled, burning, and diseased. Heals targeted allies for a percentage of their maximum vitality. Grants +[2] Grit for 2 turns.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_FirstAid_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Dexterity<br>    •    Cooldown -2 at 15 Dexterity</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br><font color=""00ffff"">Radius: [3]<br>Heals 20% of maximum vitality + 2% per Dexterity above recommended.</font></font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_HelpingHand_DisplayName;Empowered Helping Hand;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_HelpingHand_Description;Removed Knocked Down, Feared, Weak, and Burning from an ally.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_HelpingHand_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    2 Soldier<br>    •    Cooldown -2 at 15 Strength</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br><font color=""00ffff"">Removes Fear and Weak</font></font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_FireSurfaceSelf_Description;Create a fire surface around you, with you in the middle. Grants you and allies around you 25% fire resistance and Burning immunity for 3 turns. Removes Frozen and Stunned.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_FireSurfaceSelf_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    2 Pyrokinetic<br>    •    Cooldown -3 at 13 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Radius [1]<br><font color=""00ffff"">Immune to Burning</font><br>Fire Resistance: +[2]%</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_FireSurfaceSelf_DisplayName;Empowered Self-Immolation;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Soothe_DisplayName;Empowered Soothe;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Soothe_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    Cooldown -3 at 13 Intelligence</font><br><br><font face=""Copperplate Gothic Bold""><font color=""00ffff"">Radius: [1]<br>Cooldown: -1<br>Percentage heal can only effect enemies if they are Zombies or Decaying Touched.</font><br>Additionally heals 3% of maximum vitality +1% per Intelligence above recommended.</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_NullResistanceStart_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    2 Witchcraft<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Radius: [1]<font color=""00ffff""><br>Range: [7]<br>Fire Resistance: [2]%<br>Water Resistance: [3]%<br>Air Resistance: [4]%<br>Earth Resistance: [5]%<br>PoisonResistance: [6]%</font></font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_NullResistanceStart_Description;Decreases all elemental resistances of enemies around the target point.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_NullResistanceStart_DisplayName;Empowered Lower Resistances;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_EtherealSoles_DisplayName;Empowered Winged Feet;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_EtherealSoles_Description;Make yourself and allies within [1] immune to surfaces, as if you were floating.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_EtherealSoles_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Dexterity<br>    •    2 Scoundrel<br>    •    Cooldown -4 at 15 Dexterity</font><br><br><font face=""Copperplate Gothic Bold"" color=""00ffff"">Radius: [1]</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_Adrenaline_DisplayName;Empowered Adrenaline;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_MultiStrike_LightningStrike_DisplayName;Empowered Thunder Jump;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_MultiStrike_LightningStrike_Description;"Jump to your target, shocking and dealing [2] damage; you reappear behind the target after striking.";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_MultiStrike_LightningStrike_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [3]<br><font color=""00ffff"">Deals 100% of weapon damage.<br>Only the primary target is struck.</font></font><br><br>Shocked targets have a lower chance to hit and are more susceptible to air damage, but are resistant to earth. Shocked and stunned targets have a 15% increased chance to be shocked, and if are shocked again become stunned.<br>Caster will be moved behind last target.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_Adrenaline_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Dexterity</font><font face=""Copperplate Gothic Bold"" color=""00ffff""><br><br>Grants 80% of turn Action Points.</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_Slow_DisplayName;Empowered Slow Current;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_Slow_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    2 Hydrosophist<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br><font color=""00ffff"">Cooldown: -2</font></font><br><br>Slowed characters move more slowly and receive less AP.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_ProjectileStrike_BoulderBash_Description;Two boulders come crashing from the sky, dealing [1] damage to anything within a [2] range from impact, and coating the ground beneath in ooze.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_ProjectileStrike_BoulderBash_DisplayName;Empowered Boulder Bash;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_ProjectileStrike_BoulderBash_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    2 Geomancer<br>    •    Cooldown -3 at 13 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [3]<br>Radius: [2]<br><font color=""00ffff"">Total damage increased by 50%.<br>Creates 2.0m Oozed ground at target.</font></font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_SplinterArrow_DisplayName;Empowered Splintered Arrow;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_SplinterArrow_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    2 Ranger<br>    •    Cooldown -2 at 15 Dexterity</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br><font color=""00ffff"">Radius: [3]</font></font><br><br>Damage dealt depends on your weapon's damage rating.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_StunStart_DisplayName;Empowered Crushing Fist;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_StunStart_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Strength<br>    •    3 Soldier<br>    •    Cooldown -4 at 15 Strength</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]<br><font color=""00ffff"">Deals 75% of weapon damage.</font></font><br><br>Knockdown makes target unable to move or act.<br>Damage dealt depends on your weapon's damage rating.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_ShockingTouch_DisplayName;Empowered Shocking Touch;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_ShockingTouch_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br><font color=""00ffff"">AP Cost: -1<br>Cooldown: -1</font></font><br><br>Shocked targets have a lower chance to hit and are more susceptible to air damage, but are resistant to earth. Shocked and stunned targets have a 15% increased chance to be shocked, and if are shocked again become stunned.<br>Can target some surfaces and clouds to electrify them.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_FlareStart_DisplayName;Empowered Flare;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_FlareStart_Description;Send [3] smoldering orbs of flame arcing toward your target, dealing [1] damage and reducing fire resistance by [4].;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_FlareStart_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    9 Intelligence<br>    •    2 Pyrokinetic<br>    •    Cooldown -3 at 13 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]<br><font color=""00ffff"">AP Cost: -1<br>Target Fire Resistance: [4].</font></font><br><br>Can target terrain to create fire surface, burn ooze or oil, evaporate water, or melt ice. Can explode some clouds.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_VampiricTouch_DisplayName;Empowered Vampiric Touch;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_VampiricTouch_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    8 Intelligence<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [2]<br><font color=""00ffff"">Radius: [3]</font><br>Additionally heals 3% of maximum vitality +1% per Intelligence above recommended.</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_PetrifyingTouch_DisplayName;Empowered Petrifying Touch;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_PetrifyingTouch_Description;Turn a target and enemies within [3] meters of it to stone, dealing [2] damage. Creates an oil surface beneath the primary target.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Target_PetrifyingTouch_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    12 Intelligence<br>    •    4 Geomancer<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold""><font color=""00ffff"">Range: [1]</font><br>Radius: [3]</font><br><br>Petrified makes a target unable to move or act and more susceptible to earth damage, but it becomes resistant to air.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_Fireball_DisplayName;Empowered Fireball;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Projectile_Fireball_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    13 Intelligence<br>    •    5 Pyrokinetic<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [3]<br><font color=""00ffff"">AP Cost: -1<br>Damage +25%.</font></font><br><br>Burning targets take fire damage over time and are more susceptible to fire damage, but are resistant to water.<br>Can target terrain to create fire surface, burn ooze or oil, evaporate water, or melt ice. Can explode some clouds.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Teleportation_Netherswap_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    11 Intelligence<br>    •    4 Aerotheurge<br>    •    Cooldown -4 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Range: [1]<br><font color=""00ffff"">AP Cost: -1</font><br>The second target can be within [2] from the first.</font><br><br>Select two characters of equal size. One of the characters can be you.</p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Teleportation_Netherswap_DisplayName;Empowered Netherswap;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_Blink_DisplayName;Empowered Fade;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_Blink_Description;Your target's physicality blends and fades into the shadows, reducing all physical damage dealt to it.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_Blink_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Dexterity<br>    •    3 Scoundrel<br>    •    10 Cooldown -4 at 15 Dexterity</font><br><br><font face=""Copperplate Gothic Bold""><font color=""00ffff"">Range: [4]</font><br>Piercing Resistance: +[1]%<br>Slashing Resistance: +[2]%<br>Crushing Resistance: +[3]%</font></p>";
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_BlessedEarth_DisplayName;Empowered Blessed Earth;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_BlessedEarth_Description;Bless and heal allies around you.;
Ln\ayylmao.lsx;AMER_SKILL_EMPOWERED_Shout_BlessedEarth_StatsDescription;"<p align=""left""><font color=""ff9500"" size=19 face=""Copperplate Gothic Light"">   RECOMMENDED</font><br><font color=cc7700"" face=""Copperplate Gothic Light"">    •    10 Intelligence<br>    •    3 Geomancer<br>    •    Cooldown -3 at 15 Intelligence</font><br><br><font face=""Copperplate Gothic Bold"">Radius: [1]<br><font color=""00ffff"">Heals 10% of maximum vitality + 2% per Intelligence above recommended.</font></font><br><br>Blessed Damage icreases damage by [3]%<br>Blessed improves chance to hit by [2]%</p>";
Ln\ayylmao.lsx;AMER_Empowered_FirstAid;First Aid;Первая помощь
Ln\ayylmao.lsx;AMER_CON_RespecPotionVendor;"<font color=""c7a758"">Akara's Awakening</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Enrage;"<font color=""c80000"">Unopposed Cruelty</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff1;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff2;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff3;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff4;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff5;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff6;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorCruelty_Buff7;"<font color=""c80000"">Withering Compassion</font>";
Ln\ayylmao.lsx;AMER_CMB_MelchiorRestraint_Thorns;"<font color=""ff531a"">Ascendant Spiked Shell</font>";
Ln\ayylmao.lsx;AMER_SKILL_EnemyMelchiorFearShackles_DisplayName;"<font color=""c80000"">Vitality Link</font>";
Ln\ayylmao.lsx;Target_MassDisease_DisplayName;Plague;Эпидемия
Ln\ayylmao.lsx;SKILLBOOK_MassDisease;Plague Skillbook;Книга навыка «Эпидемия»
Ln\ayylmao.lsx;AMER_DIFFICULTY_Damage1024;Epic Encounters;Былинные битвы
Ln\ayylmao.lsx;AMER_DIFFICULTY_Damage2048;Epic Encounters;Былинные битвы
Ln\ayylmao.lsx;AMER_BlessedEarthDamage;"<font color=""c1a257"">Blessed Damage</font>";
Ln\ayylmao.lsx;AMER_WPN_Cyclops_Staff_B_Fighting_Staff_Shadow;Shaman Skull Shadow Staff;
Ln\ayylmao.lsx;AMER_WPN_Wollocks_Staff_A_SkullHorns_Shadow;Skull Shadow Staff;
Ln\ayylmao.lsx;AMER_WPN_Orcs_Shaman_Staff_A_Fighting_Staff_Shadow;Old Skull Shadow Stuff;
Ln\ayylmao.lsx;AMER_WPN_Goblins_Staff_A_BlueGlowStaff_B_Shadow;Studded Shadow Staff;
Ln\ayylmao.lsx;AMER_WPN_Goblins_Staff_A_BlueGlowStaff_Shadow;Thin Shadow Staff;
Ln\ayylmao.lsx;AMER_WPN_Quarterstaff_O_Shadow;Mystical Shadow Staff;
Ln\ayylmao.lsx;AMER_WPN_Quarterstaff_N_Shadow;Marvellous Shadow Staff;
Ln\ayylmao.lsx;AMER_Bard_Recovered3;"3 <font color=""c1a257"">Bard</font> reactions are recovered.";
Ln\ayylmao.lsx;Projectile_StaffOfMagus_Description;"Launch [3] magical missiles from your staff; the barrage deals [1] damage.";
Ln\ayylmao.lsx;Projectile_StaffOfMagus_StatsDescription;Range: [2]<br>Launches [3] magical missiles that inherit the power and damage type of the staff. The better the staff, the more damage this spell sows. Can target terrain.;
Ln\ayylmao.lsx;Projectile_StaffOfJahan_Description;"Launch [3] magical missiles from your staff; the barrage deals [1] damage.";
Ln\ayylmao.lsx;Projectile_StaffOfJahan_StatsDescription;Range: [2]<br>The better Jahan's staff, the better the damage.;
Ln\ayylmao.lsx;AMER_RezSickness2;"<font color=""c80000"">Touch of the Grave</font>";"<font color=""c80000"">Дыхание смерти</font>"
